------------------------------------------------------------------------------------------------------------------------
Vector testing report
Params:
    conf: "conf/check_1602604387.hocon"

Collected 995 files with 0 errors

------------------------------------------------------------------------------------------------------------------------
Metric: "auroc"
                                       scores_valid                                                              scores_test
                                               mean  t_pm t_int_l t_int_h   std                           values        mean  t_pm t_int_l t_int_h   std                           values
model_name feature_name
           embedding_sphere_normw_1100        0.541 0.008   0.533   0.549 0.006  [0.546 0.540 0.537 0.534 0.549]       0.557 0.012   0.545   0.568 0.010  [0.559 0.560 0.540 0.565 0.558]
           embedding_sphere_normw_1200        0.542 0.012   0.530   0.554 0.009  [0.547 0.540 0.528 0.544 0.552]       0.552 0.024   0.528   0.576 0.019  [0.549 0.582 0.533 0.540 0.557]
           embedding_sphere_normw_1300        0.535 0.013   0.522   0.548 0.011  [0.540 0.525 0.528 0.531 0.551]       0.563 0.009   0.554   0.573 0.007  [0.554 0.567 0.557 0.568 0.571]
           embedding_sphere_normw_1400    *** 0.544 0.008   0.536   0.552 0.007  [0.544 0.534 0.542 0.547 0.552]       0.554 0.012   0.542   0.567 0.010  [0.552 0.562 0.538 0.556 0.563]
           embedding_sphere_normw_1500        0.539 0.012   0.527   0.551 0.010  [0.532 0.533 0.540 0.533 0.556]       0.562 0.011   0.551   0.573 0.009  [0.549 0.573 0.563 0.564 0.560]
           embedding_sphere_normw_1600        0.540 0.010   0.530   0.549 0.008  [0.540 0.540 0.531 0.535 0.552]       0.557 0.015   0.542   0.571 0.012  [0.561 0.574 0.549 0.544 0.555]

           embedding_sphere_normw_2_0001        0.504 0.017   0.487   0.521 0.014  [0.525 0.510 0.489 0.499 0.497]       0.523 0.029   0.494   0.552 0.023  [0.500 0.533 0.537 0.498 0.549]
           embedding_sphere_normw_2_0005        0.531 0.015   0.516   0.546 0.012  [0.542 0.521 0.531 0.544 0.516]       0.528 0.019   0.508   0.547 0.016  [0.506 0.547 0.528 0.520 0.536]
           embedding_sphere_normw_2_0010        0.523 0.008   0.515   0.531 0.006  [0.532 0.521 0.522 0.525 0.515]       0.521 0.015   0.507   0.536 0.012  [0.520 0.527 0.530 0.501 0.528]
           embedding_sphere_normw_2_0020        0.539 0.011   0.528   0.549 0.008  [0.530 0.535 0.545 0.533 0.550]       0.534 0.014   0.521   0.548 0.011  [0.516 0.536 0.545 0.539 0.535]
           embedding_sphere_normw_2_0040    *** 0.541 0.007   0.534   0.547 0.005  [0.534 0.538 0.547 0.545 0.540]       0.537 0.020   0.517   0.557 0.016  [0.511 0.532 0.545 0.544 0.552]
           embedding_sphere_normw_2_0080        0.532 0.015   0.517   0.547 0.012  [0.517 0.528 0.527 0.546 0.543]       0.541 0.019   0.522   0.560 0.015  [0.526 0.552 0.552 0.523 0.551]
           embedding_sphere_normw_2_0100        0.531 0.014   0.517   0.544 0.011  [0.522 0.521 0.533 0.529 0.548]       0.533 0.022   0.511   0.556 0.018  [0.529 0.517 0.543 0.519 0.559]
           embedding_sphere_normw_2_0120        0.529 0.016   0.513   0.545 0.013  [0.539 0.519 0.513 0.544 0.531]       0.536 0.021   0.515   0.557 0.017  [0.528 0.529 0.516 0.549 0.558]
           embedding_sphere_normw_2_0200        0.535 0.014   0.521   0.550 0.011  [0.537 0.520 0.536 0.533 0.552]       0.554 0.012   0.541   0.566 0.010  [0.556 0.539 0.549 0.560 0.564]
           embedding_sphere_normw_2_0300        0.534 0.015   0.519   0.549 0.012  [0.522 0.533 0.525 0.539 0.552]       0.559 0.015   0.543   0.574 0.012  [0.540 0.570 0.564 0.567 0.552]
           embedding_sphere_normw_2_0400        0.537 0.011   0.525   0.548 0.009  [0.540 0.523 0.532 0.544 0.545]       0.566 0.015   0.551   0.582 0.012  [0.552 0.559 0.563 0.582 0.576]
           embedding_sphere_normw_2_0500        0.540 0.022   0.518   0.563 0.018  [0.551 0.513 0.530 0.555 0.552]       0.533 0.022   0.511   0.556 0.018  [0.516 0.539 0.560 0.518 0.534]
           embedding_sphere_normw_2_0600        0.538 0.011   0.527   0.548 0.009  [0.541 0.525 0.540 0.548 0.535]       0.535 0.016   0.520   0.551 0.013  [0.528 0.553 0.541 0.520 0.535]
           embedding_sphere_normw_2_0700        0.541 0.014   0.527   0.555 0.011  [0.534 0.525 0.548 0.549 0.550]       0.542 0.011   0.532   0.553 0.009  [0.527 0.546 0.543 0.546 0.549]
           embedding_sphere_normw_2_0800        0.538 0.009   0.530   0.547 0.007  [0.534 0.532 0.539 0.537 0.550]       0.533 0.021   0.511   0.554 0.017  [0.510 0.553 0.543 0.522 0.536]
           embedding_sphere_normw_2_0900    *** 0.542 0.009   0.533   0.550 0.007  [0.530 0.546 0.545 0.545 0.544]       0.550 0.017   0.534   0.567 0.013  [0.541 0.574 0.541 0.545 0.551]
           embedding_sphere_normw_2_1000        0.538 0.016   0.522   0.555 0.013  [0.522 0.550 0.529 0.552 0.539]       0.559 0.035   0.524   0.594 0.028  [0.531 0.603 0.566 0.540 0.556]
           embedding_sphere_normw_2_1100        0.545 0.015   0.530   0.559 0.012  [0.525 0.546 0.543 0.555 0.554]       0.555 0.013   0.542   0.567 0.010  [0.541 0.568 0.550 0.554 0.560]
           embedding_sphere_normw_2_1200    *** 0.551 0.005   0.546   0.556 0.004  [0.544 0.552 0.556 0.552 0.552]       0.548 0.018   0.530   0.566 0.014  [0.527 0.562 0.554 0.558 0.539]
           embedding_sphere_normw_2_1300        0.545 0.012   0.533   0.557 0.010  [0.529 0.542 0.552 0.548 0.553]       0.548 0.025   0.523   0.574 0.020  [0.518 0.567 0.537 0.554 0.565]

           embedding_dotcos_0001                0.496 0.025   0.471   0.521 0.020  [0.467 0.487 0.497 0.506 0.522]       0.507 0.019   0.488   0.526 0.015  [0.522 0.523 0.499 0.502 0.488]
           embedding_dotcos_0005                0.491 0.027   0.464   0.518 0.022  [0.459 0.482 0.496 0.505 0.514]       0.491 0.017   0.475   0.508 0.014  [0.498 0.511 0.483 0.489 0.476]
           embedding_dotcos_0010                0.487 0.019   0.468   0.505 0.015  [0.471 0.475 0.485 0.495 0.507]       0.500 0.016   0.484   0.516 0.013  [0.505 0.518 0.500 0.491 0.484]
           embedding_dotcos_0020                0.491 0.014   0.477   0.505 0.011  [0.478 0.479 0.496 0.501 0.501]       0.500 0.021   0.480   0.521 0.017  [0.505 0.526 0.496 0.493 0.481]
           embedding_dotcos_0040                0.487 0.023   0.464   0.510 0.018  [0.460 0.476 0.500 0.503 0.498]       0.507 0.024   0.483   0.531 0.019  [0.474 0.522 0.514 0.517 0.507]
           embedding_dotcos_0080                0.490 0.024   0.466   0.514 0.019  [0.459 0.491 0.503 0.488 0.508]       0.504 0.013   0.491   0.517 0.010  [0.495 0.518 0.500 0.496 0.511]
           embedding_dotcos_0100                0.494 0.016   0.478   0.510 0.013  [0.476 0.503 0.505 0.485 0.501]       0.502 0.002   0.500   0.504 0.002  [0.503 0.503 0.500 0.503 0.501]
           embedding_dotcos_0120                0.500 0.018   0.482   0.518 0.015  [0.476 0.512 0.510 0.499 0.503]       0.509 0.014   0.495   0.523 0.011  [0.510 0.523 0.492 0.514 0.506]
           embedding_dotcos_0200                0.500 0.018   0.482   0.518 0.014  [0.477 0.504 0.517 0.500 0.502]       0.498 0.019   0.479   0.517 0.015  [0.507 0.510 0.486 0.507 0.477]
           embedding_dotcos_0300                0.506 0.032   0.474   0.537 0.025  [0.465 0.509 0.532 0.503 0.520]       0.508 0.016   0.492   0.524 0.013  [0.512 0.518 0.511 0.514 0.485]
           embedding_dotcos_0400                0.508 0.031   0.476   0.539 0.025  [0.465 0.507 0.530 0.514 0.522]       0.507 0.019   0.488   0.525 0.015  [0.484 0.526 0.511 0.507 0.505]
           embedding_dotcos_0500                0.511 0.026   0.485   0.537 0.021  [0.478 0.529 0.530 0.509 0.511]       0.511 0.018   0.494   0.529 0.014  [0.489 0.523 0.524 0.508 0.512]
           embedding_dotcos_0600                0.515 0.018   0.497   0.533 0.015  [0.496 0.526 0.529 0.503 0.520]       0.514 0.018   0.496   0.531 0.014  [0.496 0.511 0.536 0.509 0.514]
           embedding_dotcos_0700                0.510 0.022   0.488   0.532 0.018  [0.485 0.513 0.532 0.500 0.518]       0.520 0.022   0.497   0.542 0.018  [0.495 0.522 0.545 0.518 0.518]
           embedding_dotcos_0800                0.514 0.018   0.496   0.531 0.014  [0.494 0.513 0.533 0.508 0.519]       0.523 0.003   0.520   0.526 0.002  [0.522 0.522 0.522 0.523 0.528]
           embedding_dotcos_0900                0.511 0.023   0.487   0.534 0.019  [0.479 0.519 0.529 0.512 0.515]       0.527 0.015   0.512   0.542 0.012  [0.511 0.528 0.520 0.538 0.538]
           embedding_dotcos_1000                0.521 0.024   0.496   0.545 0.020  [0.491 0.526 0.543 0.529 0.513]       0.512 0.012   0.501   0.524 0.009  [0.506 0.517 0.525 0.512 0.501]

lgbm       embedding_acos_0001                  0.500 0.014   0.486   0.514 0.011  [0.507 0.498 0.489 0.490 0.516]       0.498 0.031   0.467   0.529 0.025  [0.480 0.498 0.467 0.520 0.524]
           embedding_acos_0005                  0.498 0.013   0.485   0.511 0.011  [0.513 0.483 0.497 0.501 0.497]       0.501 0.016   0.485   0.517 0.013  [0.505 0.515 0.480 0.500 0.504]
           embedding_acos_0010                  0.496 0.025   0.471   0.522 0.020  [0.524 0.485 0.478 0.482 0.511]       0.514 0.025   0.489   0.539 0.020  [0.514 0.535 0.490 0.498 0.534]
           embedding_acos_0020                  0.503 0.020   0.484   0.523 0.016  [0.515 0.490 0.494 0.494 0.525]       0.506 0.017   0.489   0.524 0.014  [0.523 0.492 0.495 0.504 0.519]
           embedding_acos_0040                  0.503 0.024   0.479   0.527 0.019  [0.534 0.487 0.495 0.490 0.509]       0.514 0.022   0.492   0.536 0.018  [0.520 0.490 0.503 0.520 0.537]
           embedding_acos_0080                  0.497 0.018   0.479   0.514 0.014  [0.520 0.480 0.496 0.491 0.496]       0.513 0.015   0.498   0.528 0.012  [0.504 0.517 0.498 0.521 0.527]
           embedding_acos_0100                  0.501 0.017   0.484   0.519 0.014  [0.525 0.497 0.501 0.492 0.490]       0.530 0.006   0.525   0.536 0.004  [0.526 0.531 0.526 0.532 0.536]
           embedding_acos_0120                  0.510 0.026   0.484   0.536 0.021  [0.537 0.484 0.513 0.496 0.520]       0.522 0.018   0.504   0.540 0.014  [0.507 0.526 0.520 0.513 0.544]
           embedding_acos_0200                  0.513 0.023   0.490   0.536 0.018  [0.537 0.490 0.502 0.510 0.524]       0.523 0.016   0.507   0.538 0.013  [0.517 0.529 0.510 0.516 0.541]
           embedding_acos_0300                  0.511 0.016   0.495   0.526 0.013  [0.520 0.491 0.512 0.507 0.523]       0.533 0.017   0.516   0.550 0.014  [0.521 0.523 0.550 0.545 0.525]
           embedding_acos_0400                  0.509 0.021   0.488   0.529 0.017  [0.521 0.481 0.513 0.507 0.522]       0.530 0.012   0.519   0.542 0.009  [0.519 0.528 0.529 0.544 0.531]
           embedding_acos_0500                  0.511 0.013   0.497   0.524 0.011  [0.509 0.493 0.515 0.513 0.522]       0.534 0.010   0.524   0.544 0.008  [0.530 0.534 0.532 0.548 0.527]
           embedding_acos_0600                  0.516 0.007   0.509   0.522 0.006  [0.520 0.513 0.508 0.516 0.521]       0.534 0.014   0.520   0.548 0.011  [0.534 0.549 0.525 0.538 0.521]

------------------------------------------------------------------------------------------------------------------------
Metric: "cnt_features"
                                       scores_valid scores_test
                                               mean        mean
model_name feature_name
lgbm       embedding_base_0001                  256         256
           embedding_base_0005                  256         256
           embedding_base_0010                  256         256
           embedding_base_0020                  256         256
           embedding_base_0040                  256         256
           embedding_base_0080                  256         256
           embedding_base_0100                  256         256
           embedding_base_0120                  256         256
           embedding_base_0200                  256         256
           embedding_base_0300                  256         256
           embedding_base_032_0001               32          32
           embedding_base_032_0005               32          32
           embedding_base_032_0010               32          32
           embedding_base_032_0020               32          32
           embedding_base_032_0040               32          32
           embedding_base_032_0080               32          32
           embedding_base_032_0100               32          32
           embedding_base_032_0120               32          32
           embedding_base_032_0200               32          32
           embedding_base_032_0300               32          32
           embedding_base_032_0400               32          32
           embedding_base_032_0500               32          32
           embedding_base_032_0600               32          32
           embedding_base_032_0700               32          32
           embedding_base_032_0800               32          32
           embedding_base_032_0900               32          32
           embedding_base_032_1000               32          32
           embedding_base_032_1100               32          32
           embedding_base_032_1200               32          32
           embedding_base_032_1300               32          32
           embedding_base_032_1400               32          32
           embedding_base_032_1500               32          32
           embedding_base_032_1600               32          32
           embedding_base_0400                  256         256
           embedding_base_0500                  256         256
           embedding_base_0600                  256         256
           embedding_base_064_0001               64          64
           embedding_base_064_0005               64          64
           embedding_base_064_0010               64          64
           embedding_base_064_0020               64          64
           embedding_base_064_0040               64          64
           embedding_base_064_0080               64          64
           embedding_base_064_0100               64          64
           embedding_base_064_0120               64          64
           embedding_base_064_0200               64          64
           embedding_base_064_0300               64          64
           embedding_base_064_0400               64          64
           embedding_base_064_0500               64          64
           embedding_base_064_0600               64          64
           embedding_base_064_0700               64          64
           embedding_base_064_0800               64          64
           embedding_base_064_0900               64          64
           embedding_base_064_1000               64          64
           embedding_base_064_1100               64          64
           embedding_base_064_1200               64          64
           embedding_base_064_1300               64          64
           embedding_base_064_1400               64          64
           embedding_base_064_1500               64          64
           embedding_base_064_1600               64          64
           embedding_base_0700                  256         256
           embedding_base_0800                  256         256
           embedding_base_0900                  256         256
           embedding_base_1000                  256         256
           embedding_base_1100                  256         256
           embedding_base_1200                  256         256
           embedding_base_128_0001              128         128
           embedding_base_128_0005              128         128
           embedding_base_128_0010              128         128
           embedding_base_128_0020              128         128
           embedding_base_128_0040              128         128
           embedding_base_128_0080              128         128
           embedding_base_128_0100              128         128
           embedding_base_128_0120              128         128
           embedding_base_128_0200              128         128
           embedding_base_128_0300              128         128
           embedding_base_128_0400              128         128
           embedding_base_128_0500              128         128
           embedding_base_128_0600              128         128
           embedding_base_128_0700              128         128
           embedding_base_128_0800              128         128
           embedding_base_128_0900              128         128
           embedding_base_128_1000              128         128
           embedding_base_128_1100              128         128
           embedding_base_128_1200              128         128
           embedding_base_128_1300              128         128
           embedding_base_128_1400              128         128
           embedding_base_128_1500              128         128
           embedding_base_128_1600              128         128
           embedding_base_1300                  256         256
           embedding_base_1400                  256         256
           embedding_base_1500                  256         256
           embedding_base_1600                  256         256
           embedding_hyperbola_0001             256         256
           embedding_hyperbola_0005             256         256
           embedding_hyperbola_0010             256         256
           embedding_hyperbola_0020             256         256
           embedding_hyperbola_0040             256         256
           embedding_hyperbola_0080             256         256
           embedding_hyperbola_0100             256         256
           embedding_hyperbola_0120             256         256
           embedding_hyperbola_0200             256         256
           embedding_hyperbola_0300             256         256
           embedding_hyperbola_0400             256         256
           embedding_hyperbola_0500             256         256
           embedding_hyperbola_0600             256         256
           embedding_hyperbola_0700             256         256
           embedding_hyperbola_0800             256         256
           embedding_hyperbola_0900             256         256
           embedding_hyperbola_1000             256         256
           embedding_hyperbola_1100             256         256
           embedding_hyperbola_1200             256         256
           embedding_hyperbola_1300             256         256
           embedding_hyperbola_1400             256         256
           embedding_hyperbola_1500             256         256
           embedding_hyperbola_1600             256         256
           embedding_poincare_0001              256         256
           embedding_poincare_0005              256         256
           embedding_poincare_0010              256         256
           embedding_poincare_0020              256         256
           embedding_poincare_0040              256         256
           embedding_poincare_0080              256         256
           embedding_poincare_0100              256         256
           embedding_poincare_0120              256         256
           embedding_poincare_0200              256         256
           embedding_poincare_0300              256         256
           embedding_poincare_0400              256         256
           embedding_poincare_0500              256         256
           embedding_poincare_0600              256         256
           embedding_poincare_0700              256         256
           embedding_poincare_0800              256         256
           embedding_poincare_0900              256         256
           embedding_poincare_1000              256         256
           embedding_poincare_1100              256         256
           embedding_poincare_1200              256         256
           embedding_poincare_1300              256         256
           embedding_poincare_1400              256         256
           embedding_poincare_1500              256         256
           embedding_poincare_1600              256         256
           embedding_sphere_0001                256         256
           embedding_sphere_0005                256         256
           embedding_sphere_0010                256         256
           embedding_sphere_0020                256         256
           embedding_sphere_0040                256         256
           embedding_sphere_0080                256         256
           embedding_sphere_0100                256         256
           embedding_sphere_0120                256         256
           embedding_sphere_0200                256         256
           embedding_sphere_0300                256         256
           embedding_sphere_0400                256         256
           embedding_sphere_0500                256         256
           embedding_sphere_0600                256         256
           embedding_sphere_0700                256         256
           embedding_sphere_0800                256         256
           embedding_sphere_0900                256         256
           embedding_sphere_1.4_0001            256         256
           embedding_sphere_1.4_0005            256         256
           embedding_sphere_1.4_0010            256         256
           embedding_sphere_1.4_0020            256         256
           embedding_sphere_1.4_0040            256         256
           embedding_sphere_1.4_0080            256         256
           embedding_sphere_1.4_0100            256         256
           embedding_sphere_1.4_0120            256         256
           embedding_sphere_1.4_0200            256         256
           embedding_sphere_1.4_0300            256         256
           embedding_sphere_1.4_0400            256         256
           embedding_sphere_1.4_0500            256         256
           embedding_sphere_1.4_0600            256         256
           embedding_sphere_1.4_0700            256         256
           embedding_sphere_1.4_0800            256         256
           embedding_sphere_1000                256         256
           embedding_sphere_1100                256         256
           embedding_sphere_1200                256         256
           embedding_sphere_1300                256         256
           embedding_sphere_1400                256         256
           embedding_sphere_1500                256         256
           embedding_sphere_1600                256         256
           embedding_sphere_normw_0001          256         256
           embedding_sphere_normw_0005          256         256
           embedding_sphere_normw_0010          256         256
           embedding_sphere_normw_0020          256         256
           embedding_sphere_normw_0040          256         256
           embedding_sphere_normw_0080          256         256
           embedding_sphere_normw_0100          256         256
           embedding_sphere_normw_0120          256         256
           embedding_sphere_normw_0200          256         256
           embedding_sphere_normw_0300          256         256
           embedding_sphere_normw_0400          256         256
           embedding_sphere_normw_0500          256         256
           embedding_sphere_normw_0600          256         256
           embedding_sphere_normw_0700          256         256
           embedding_sphere_normw_0800          256         256
           embedding_sphere_normw_0900          256         256
           embedding_sphere_normw_1000          256         256
           embedding_sphere_normw_1100          256         256
           embedding_sphere_normw_1200          256         256
           embedding_sphere_normw_1300          256         256
           embedding_sphere_normw_1400          256         256
           embedding_sphere_normw_1500          256         256
           embedding_sphere_normw_1600          256         256

------------------------------------------------------------------------------------------------------------------------
Metric: "cnt_samples"
                                       scores_valid scores_test
                                               mean        mean
model_name feature_name
lgbm       embedding_base_0001                1,512         840
           embedding_base_0005                1,512         840
           embedding_base_0010                1,512         840
           embedding_base_0020                1,512         840
           embedding_base_0040                1,512         840
           embedding_base_0080                1,512         840
           embedding_base_0100                1,512         840
           embedding_base_0120                1,512         840
           embedding_base_0200                1,512         840
           embedding_base_0300                1,512         840
           embedding_base_032_0001            1,512         840
           embedding_base_032_0005            1,512         840
           embedding_base_032_0010            1,512         840
           embedding_base_032_0020            1,512         840
           embedding_base_032_0040            1,512         840
           embedding_base_032_0080            1,512         840
           embedding_base_032_0100            1,512         840
           embedding_base_032_0120            1,512         840
           embedding_base_032_0200            1,512         840
           embedding_base_032_0300            1,512         840
           embedding_base_032_0400            1,512         840
           embedding_base_032_0500            1,512         840
           embedding_base_032_0600            1,512         840
           embedding_base_032_0700            1,512         840
           embedding_base_032_0800            1,512         840
           embedding_base_032_0900            1,512         840
           embedding_base_032_1000            1,512         840
           embedding_base_032_1100            1,512         840
           embedding_base_032_1200            1,512         840
           embedding_base_032_1300            1,512         840
           embedding_base_032_1400            1,512         840
           embedding_base_032_1500            1,512         840
           embedding_base_032_1600            1,512         840
           embedding_base_0400                1,512         840
           embedding_base_0500                1,512         840
           embedding_base_0600                1,512         840
           embedding_base_064_0001            1,512         840
           embedding_base_064_0005            1,512         840
           embedding_base_064_0010            1,512         840
           embedding_base_064_0020            1,512         840
           embedding_base_064_0040            1,512         840
           embedding_base_064_0080            1,512         840
           embedding_base_064_0100            1,512         840
           embedding_base_064_0120            1,512         840
           embedding_base_064_0200            1,512         840
           embedding_base_064_0300            1,512         840
           embedding_base_064_0400            1,512         840
           embedding_base_064_0500            1,512         840
           embedding_base_064_0600            1,512         840
           embedding_base_064_0700            1,512         840
           embedding_base_064_0800            1,512         840
           embedding_base_064_0900            1,512         840
           embedding_base_064_1000            1,512         840
           embedding_base_064_1100            1,512         840
           embedding_base_064_1200            1,512         840
           embedding_base_064_1300            1,512         840
           embedding_base_064_1400            1,512         840
           embedding_base_064_1500            1,512         840
           embedding_base_064_1600            1,512         840
           embedding_base_0700                1,512         840
           embedding_base_0800                1,512         840
           embedding_base_0900                1,512         840
           embedding_base_1000                1,512         840
           embedding_base_1100                1,512         840
           embedding_base_1200                1,512         840
           embedding_base_128_0001            1,512         840
           embedding_base_128_0005            1,512         840
           embedding_base_128_0010            1,512         840
           embedding_base_128_0020            1,512         840
           embedding_base_128_0040            1,512         840
           embedding_base_128_0080            1,512         840
           embedding_base_128_0100            1,512         840
           embedding_base_128_0120            1,512         840
           embedding_base_128_0200            1,512         840
           embedding_base_128_0300            1,512         840
           embedding_base_128_0400            1,512         840
           embedding_base_128_0500            1,512         840
           embedding_base_128_0600            1,512         840
           embedding_base_128_0700            1,512         840
           embedding_base_128_0800            1,512         840
           embedding_base_128_0900            1,512         840
           embedding_base_128_1000            1,512         840
           embedding_base_128_1100            1,512         840
           embedding_base_128_1200            1,512         840
           embedding_base_128_1300            1,512         840
           embedding_base_128_1400            1,512         840
           embedding_base_128_1500            1,512         840
           embedding_base_128_1600            1,512         840
           embedding_base_1300                1,512         840
           embedding_base_1400                1,512         840
           embedding_base_1500                1,512         840
           embedding_base_1600                1,512         840
           embedding_hyperbola_0001           1,512         840
           embedding_hyperbola_0005           1,512         840
           embedding_hyperbola_0010           1,512         840
           embedding_hyperbola_0020           1,512         840
           embedding_hyperbola_0040           1,512         840
           embedding_hyperbola_0080           1,512         840
           embedding_hyperbola_0100           1,512         840
           embedding_hyperbola_0120           1,512         840
           embedding_hyperbola_0200           1,512         840
           embedding_hyperbola_0300           1,512         840
           embedding_hyperbola_0400           1,512         840
           embedding_hyperbola_0500           1,512         840
           embedding_hyperbola_0600           1,512         840
           embedding_hyperbola_0700           1,512         840
           embedding_hyperbola_0800           1,512         840
           embedding_hyperbola_0900           1,512         840
           embedding_hyperbola_1000           1,512         840
           embedding_hyperbola_1100           1,512         840
           embedding_hyperbola_1200           1,512         840
           embedding_hyperbola_1300           1,512         840
           embedding_hyperbola_1400           1,512         840
           embedding_hyperbola_1500           1,512         840
           embedding_hyperbola_1600           1,512         840
           embedding_poincare_0001            1,512         840
           embedding_poincare_0005            1,512         840
           embedding_poincare_0010            1,512         840
           embedding_poincare_0020            1,512         840
           embedding_poincare_0040            1,512         840
           embedding_poincare_0080            1,512         840
           embedding_poincare_0100            1,512         840
           embedding_poincare_0120            1,512         840
           embedding_poincare_0200            1,512         840
           embedding_poincare_0300            1,512         840
           embedding_poincare_0400            1,512         840
           embedding_poincare_0500            1,512         840
           embedding_poincare_0600            1,512         840
           embedding_poincare_0700            1,512         840
           embedding_poincare_0800            1,512         840
           embedding_poincare_0900            1,512         840
           embedding_poincare_1000            1,512         840
           embedding_poincare_1100            1,512         840
           embedding_poincare_1200            1,512         840
           embedding_poincare_1300            1,512         840
           embedding_poincare_1400            1,512         840
           embedding_poincare_1500            1,512         840
           embedding_poincare_1600            1,512         840
           embedding_sphere_0001              1,512         840
           embedding_sphere_0005              1,512         840
           embedding_sphere_0010              1,512         840
           embedding_sphere_0020              1,512         840
           embedding_sphere_0040              1,512         840
           embedding_sphere_0080              1,512         840
           embedding_sphere_0100              1,512         840
           embedding_sphere_0120              1,512         840
           embedding_sphere_0200              1,512         840
           embedding_sphere_0300              1,512         840
           embedding_sphere_0400              1,512         840
           embedding_sphere_0500              1,512         840
           embedding_sphere_0600              1,512         840
           embedding_sphere_0700              1,512         840
           embedding_sphere_0800              1,512         840
           embedding_sphere_0900              1,512         840
           embedding_sphere_1.4_0001          1,512         840
           embedding_sphere_1.4_0005          1,512         840
           embedding_sphere_1.4_0010          1,512         840
           embedding_sphere_1.4_0020          1,512         840
           embedding_sphere_1.4_0040          1,512         840
           embedding_sphere_1.4_0080          1,512         840
           embedding_sphere_1.4_0100          1,512         840
           embedding_sphere_1.4_0120          1,512         840
           embedding_sphere_1.4_0200          1,512         840
           embedding_sphere_1.4_0300          1,512         840
           embedding_sphere_1.4_0400          1,512         840
           embedding_sphere_1.4_0500          1,512         840
           embedding_sphere_1.4_0600          1,512         840
           embedding_sphere_1.4_0700          1,512         840
           embedding_sphere_1.4_0800          1,512         840
           embedding_sphere_1000              1,512         840
           embedding_sphere_1100              1,512         840
           embedding_sphere_1200              1,512         840
           embedding_sphere_1300              1,512         840
           embedding_sphere_1400              1,512         840
           embedding_sphere_1500              1,512         840
           embedding_sphere_1600              1,512         840
           embedding_sphere_normw_0001        1,512         840
           embedding_sphere_normw_0005        1,512         840
           embedding_sphere_normw_0010        1,512         840
           embedding_sphere_normw_0020        1,512         840
           embedding_sphere_normw_0040        1,512         840
           embedding_sphere_normw_0080        1,512         840
           embedding_sphere_normw_0100        1,512         840
           embedding_sphere_normw_0120        1,512         840
           embedding_sphere_normw_0200        1,512         840
           embedding_sphere_normw_0300        1,512         840
           embedding_sphere_normw_0400        1,512         840
           embedding_sphere_normw_0500        1,512         840
           embedding_sphere_normw_0600        1,512         840
           embedding_sphere_normw_0700        1,512         840
           embedding_sphere_normw_0800        1,512         840
           embedding_sphere_normw_0900        1,512         840
           embedding_sphere_normw_1000        1,512         840
           embedding_sphere_normw_1100        1,512         840
           embedding_sphere_normw_1200        1,512         840
           embedding_sphere_normw_1300        1,512         840
           embedding_sphere_normw_1400        1,512         840
           embedding_sphere_normw_1500        1,512         840
           embedding_sphere_normw_1600        1,512         840

------------------------------------------------------------------------------------------------------------------------
Metric: "feature_load_time"
                                       process_info
                                               mean t_pm t_int_l t_int_h std                 values
model_name feature_name
lgbm       embedding_base_0001                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0005                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0010                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0020                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0040                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0080                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0100                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0120                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0200                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_0300                  0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0001              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0005              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0010              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0020              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0040              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0080              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0100              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0120              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
           embedding_base_032_0200              0.0  0.0     0.0     0.0 0.0  [0.0 0.0 0.0 0.0 0.0]
